P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_INCLINATION,P_OMEGA,P_TPERI,P_ANGULAR_DISTANCE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_METALLICITY,S_MASS,S_RADIUS,S_TYPE,S_AGE,S_TEMPERATURE,S_LOG_G,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
BD-06 1339 b,3.0,8.5813561,-1.271312,1.271312,3.8728,0.0428,0.0,,0.0,2455220.5,2.11,BD-06 1339,88.251183,-5.994844,9.7,20.28,-0.14,0.7,,K7/M0 V,4.4,4324.0,4.74,0.00098714645,0.0428,0.0428,0.0428,0.042800001,59.571932,59.571932,59.571932,707.79148,707.79148,707.79148,Superterran,0.59026756,0.10912625,0.2656899,0.66189144,0.33653787,0.62752964,0.35643907,0.62752964,0.32488844,0.62752964,0.8919251,0.1481588,0.40659899,0,0,0,0.23577592,2.8664188,8.5813561,0.0428
BD-06 1339 c,3.0,54.03076,-9.5348401,9.5348401,125.94,0.435,0.31,,41.0,2455265.2,21.4,BD-06 1339,88.251183,-5.994844,9.7,20.28,-0.14,0.7,,K7/M0 V,4.4,4324.0,4.74,0.01278315,0.45590175,0.30015,0.56985,0.44039809,0.6065834,0.33605327,1.2113023,220.65029,193.97553,267.27482,Jovian,0.59026756,0.10912625,0.2656899,0.66189144,0.33653787,0.62752964,0.35643907,0.62752964,0.32488844,0.62752964,0.8919251,0.1481588,0.40659899,1,1,0,0.41593589,8.47229,54.03076,0.435
BD-08 2823 b,3.0,12.71312,-3.17828,3.17828,5.6,0.06,0.15,,,,1.45,BD-08 2823,150.19884,-9.51668,9.88,41.38,-0.06,0.5,0.71,K3 V,,4816.0,4.43,0.0015000858,0.060675,0.051,0.069,0.060170015,68.263786,51.033232,93.413771,729.1933,680.93895,792.04095,Neptunian,0.71,0.24296922,0.38933568,0.94847055,0.49315261,0.89923444,0.52200491,0.89923444,0.4760879,0.89923444,1.3308815,0.30839557,0.366163,0,0,0,0.20503107,3.6130979,12.71312,0.06
BD-08 2823 c,3.0,104.88324,-9.5348401,9.5348401,237.6,0.68,0.19,,-233.0,2454193.0,16.4,BD-08 2823,150.19884,-9.51668,9.88,41.38,-0.06,0.5,0.71,K3 V,,4816.0,4.43,0.032735916,0.692274,0.5508,0.8092,0.68310553,0.53520165,0.37105604,0.80087252,216.41573,198.84047,241.01039,Jovian,0.71,0.24296922,0.38933568,0.94847055,0.49315261,0.89923444,0.52200491,0.89923444,0.4760879,0.89923444,1.3308815,0.30839557,0.366163,1,1,0,0.36057653,12.521925,104.88324,0.68
BD-10 3166 b,3.0,187.51852,-22.24796,22.24796,3.48777,0.04,0.02,,,,0.473,BD-10 3166,164.62,-10.770376,10.08,84.61,0.38,1.47,0.91,K0 V,,5393.0,4.69,0.0019738473,0.040008,0.0392,0.0408,0.040002001,392.33767,377.02729,408.43314,1133.7762,1122.6338,1145.3155,Jovian,0.91,0.62761471,0.60799368,1.4490096,0.77010714,1.3737923,0.81464517,1.3737923,0.74342837,1.3737923,2.1389978,1.1905126,0.52455404,0,0,0,0.06663348,14.089972,187.51852,0.04
BD-11 4672 b,3.0,168.44884,-15.8914,15.8914,1667.0,2.28,0.05,,231.0,2455899.0,83.5,BD-11 4672,278.37015,-11.636039,9.99,27.3,-0.48,0.57,0.52,K7 V,4.4,4475.0,4.1,0.14431386,2.28285,2.166,2.394,2.2807134,0.018712911,0.016951932,0.020708593,94.183848,91.928402,96.645705,Jovian,0.52,0.097155523,0.24947719,0.61707889,0.31600176,0.58504435,0.33462662,0.58504435,0.30506595,0.58504435,0.84158409,0.17932886,0.37968657,0,0,0,0.083110123,14.156616,168.44884,2.28
BD-13 2130 b,3.0,3108.3579,-1449.2957,1449.2957,714.29999,1.66,0.21,,,,1.75,BD-13 2130,114.28846,-13.906639,9.45,948.75,-0.08,2.12,19.17,G5 IV/V,,4545.0,2.2,0.14902259,1.696603,1.3114,2.0086,1.6692862,52.149004,34.824229,81.695487,678.88563,618.89259,765.93943,Jovian,19.17,140.49744,9.4637005,23.332727,11.987247,22.121463,12.692682,22.121463,11.572437,22.121463,32.003537,0.31335175,0.59264745,0,0,0,0.091453244,12.45239,3108.3579,1.66
BD-17 63 b,3.0,905.80981,-368.68048,368.68048,655.59998,1.34,0.54,,,,38.9,BD-17 63,7.142942,-16.226345,9.566,34.49,0.01,0.31,0.74,K5 V,,4665.0,4.19,0.088146747,1.535372,0.6164,2.0636,1.3942884,0.15374812,0.054564181,0.61155204,149.79878,123.13225,225.29589,Jovian,0.74,0.23235856,0.38312306,0.93948303,0.48528432,0.89071271,0.5137683,0.89071271,0.46849244,0.89071271,1.3014968,0.20288108,0.31222788,0,0,0,0.20149258,13.146629,905.80981,1.34
CFBDSIR J145829+101343 b,3.0,3337.194,-1430.226,1430.226,10037.5,2.6,,,,,113.0,CFBDSIR J145829+101343,224.62083,10.228611,,23.1,,0.02,,,,580.5,4.72,1.4317782,2.6,2.6,2.6,2.6000001,1.5688472e-07,1.5688472e-07,1.5688472e-07,5.0703749,5.0703749,5.0703749,Jovian,0.10209745,1.0605407e-06,0.00085096914,0.0023015256,0.0010778353,0.0021819404,0.0011436243,0.0021819404,0.0010401741,0.0021819404,0.0027805291,7.2936597e-05,0.12522598,0,0,0,0.071553799,12.413529,3337.194,2.6
CHXR 73 b,3.0,3994.7802,-1664.4653,2663.0808,,210.0,,,,,1100.0,CHXR 73,166.61989,-77.625877,,191.05,,0.35,,M3.5,0.002,,,47.294735,210.0,210.0,210.0,210.00001,,,,,,,Jovian,,,,,,,,,,,,,0.089485465,0,0,0,,12.31568,3994.7802,210.0
CI Tau b,3.0,3686.8048,-858.13561,921.70121,8.9891,,0.25,50.5,31.0,,,CI Tau,68.466728,22.841696,12.939,158.0,,0.9,,K7,0.003,,,0.0098035544,0.084223218,0.061253249,0.10208875,0.082322546,,,,,,,Jovian,,,,,,,,,,,,,0.13116739,0,0,0,,12.359231,3686.8048,0.081670999
CT Cha b,3.0,5403.076,-1906.968,1906.968,,440.0,,,,,2670.0,CT Cha,166.03788,-76.455383,,165.0,,,,K5e,0.002,,,,440.0,440.0,440.0,440.00001,,,,,,,Jovian,,,,,,,,,,,,,,0,0,0,,24.662,5403.076,440.0
CoRoT-1 b,3.0,327.36284,-38.13936,38.13936,1.5089557,,0.0,85.1,,,,CoRoT-1,102.07989,-3.102147,13.6,805.31,-0.3,0.95,1.11,G0 V,,5950.0,4.25,0.0017745526,0.025304732,0.025304732,0.025304732,0.025304732,2160.7225,2160.7225,2160.7225,1736.9794,1736.9794,1736.9794,Jovian,1.11,1.3835742,0.87358507,2.049275,1.1064985,1.9428992,1.1698836,1.9428992,1.0680833,1.9428992,3.1758867,2.679932,0.4535157,0,0,0,0.055287801,16.7029,327.36284,0.025304732
CoRoT-10 b,3.0,874.02701,-50.85248,50.85248,13.2406,0.1055,0.53,88.55,218.9,2454990.9,0.306,CoRoT-10,291.06371,0.746143,15.22,345.0,0.26,0.89,0.79,K1 V,3.0,5075.0,4.65,0.0049300026,0.12031747,0.049585,0.161415,0.10959973,39.299539,14.236369,150.86426,600.56763,494.87409,892.87673,Jovian,0.79,0.37092578,0.47530199,1.1457955,0.60203925,1.0863171,0.63707337,1.0863171,0.58119982,1.0863171,1.6443993,0.58321142,0.41324574,0,0,0,0.10705569,10.8737,874.02701,0.1055
CoRoT-11 b,3.0,740.53925,-108.06152,108.06152,2.99433,0.0436,0.0,83.17,,,0.0779,CoRoT-11,280.68726,5.937688,12.939,560.0,-0.03,1.27,1.37,F6 V,2.0,6440.0,4.22,0.0036435088,0.0436,0.0436,0.0436,0.043600001,1521.5992,1521.5992,1521.5992,1591.1824,1591.1824,1591.1824,Jovian,1.37,2.8924992,1.226253,2.8490237,1.5531731,2.7011345,1.6415166,2.7011345,1.4991345,2.7011345,4.5919843,6.8509103,0.43484159,0,0,0,0.057585358,16.0303,740.53925,0.0436
CoRoT-12 b,3.0,291.44828,-20.65882,22.24796,2.828042,0.04016,0.07,85.48,105.0,,0.0349,CoRoT-12,100.76568,-1.296439,15.515,1150.0,0.16,1.08,1.12,,6.3,5675.0,4.38,0.0024142066,0.040258392,0.0373488,0.0429712,0.040184638,724.54837,631.29622,835.67007,1320.5715,1277.0362,1369.7888,Jovian,1.12,1.1657036,0.81525943,1.926167,1.03263,1.8261813,1.0920503,1.8261813,0.99682053,1.8261813,2.9151295,1.7438457,0.49879587,0,0,0,0.057989717,16.1424,291.44828,0.04016
CoRoT-13 b,3.0,415.71903,-20.976648,20.976648,4.03519,0.051,0.0,88.02,,,0.0481,CoRoT-13,102.72114,-5.086445,15.039,1060.0,0.01,1.09,1.01,G0 V,1.635,5945.0,4.46,0.0036995297,0.051,0.051,0.051,0.051000001,438.93325,438.93325,438.93325,1166.1235,1166.1235,1166.1235,Jovian,1.01,1.1416654,0.79379017,1.8623108,1.005429,1.7656401,1.0630289,1.7656401,0.97052346,1.7656401,2.8849161,2.7815966,0.39959492,0,0,0,0.089452023,9.92085,415.71903,0.051
CoRoT-14 b,3.0,2415.4928,-190.6968,190.6968,1.51214,0.027,0.0,79.6,,2454787.7,0.0202,CoRoT-14,103.42421,-5.536037,16.033,1340.0,0.05,1.13,1.21,F9 V,4.2,6035.0,4.35,0.0034790293,0.027,0.027,0.027,0.027000001,2386.937,2386.937,2386.937,1780.759,1780.759,1780.759,Jovian,1.21,1.7400771,0.97462062,2.2818376,1.234469,2.1633897,1.3050922,2.1633897,1.191595,2.1633897,3.5616235,3.2859585,0.47328841,0,0,0,0.073010313,12.2189,2415.4928,0.027
CoRoT-16 b,3.0,170.03798,-26.379724,27.01538,5.35227,0.0618,0.33,85.01,168.41,,0.0736,CoRoT-16,278.52469,-6.002595,15.63,840.0,0.19,1.1,1.19,G5 V,6.73,5650.0,4.36,0.0022227958,0.06516501,0.041406,0.082194,0.06267296,358.62139,191.37981,754.13623,1085.1728,947.58667,1335.0802,Jovian,1.19,1.292934,0.85986833,2.0330138,1.0891336,1.9274818,1.1518322,1.9274818,1.0513684,1.9274818,3.070096,1.6807821,0.50740909,0,0,0,0.071126858,13.1157,170.03798,0.0618
CoRoT-17 b,3.0,772.32205,-95.348401,95.348401,3.7681,0.0461,0.0,88.34,0.0,2454923.3,0.0501,CoRoT-17,278.69925,-6.612234,15.46,920.0,0.0,1.04,1.59,G2 V,10.7,5740.0,4.4,0.0041758142,0.0461,0.0461,0.0461,0.046100001,1156.9874,1156.9874,1156.9874,1485.8572,1485.8572,1485.8572,Jovian,1.59,2.4588411,1.1794671,2.7816299,1.4939429,2.6372379,1.5798138,2.6372379,1.4421225,2.6372379,4.233787,1.9254943,0.53802185,0,0,0,0.077848461,11.4342,772.32205,0.0461
CoRoT-18 b,3.0,1102.8632,-120.77464,120.77464,1.9000693,0.0295,0.08,86.5,,,0.0339,CoRoT-18,98.17241,-0.031586,15.0,870.0,-0.1,0.95,1.0,G9 V,,5440.0,4.4,0.0028531705,0.0295944,0.02714,0.03186,0.029523653,904.55384,773.02351,1065.2819,1395.5035,1343.3621,1455.4961,Jovian,1.0,0.78466493,0.67803568,1.6134445,0.85882391,1.5296916,0.90844952,1.5296916,0.82906719,1.5296916,2.3916955,1.1158443,0.4535157,0,0,0,0.062762778,14.6851,1102.8632,0.0295
CoRoT-19 b,3.0,352.78908,-19.06968,19.06968,3.89713,0.0518,0.047,88.0,,,0.0673,CoRoT-19,97.033582,-0.170681,14.007,770.0,-0.02,1.21,1.65,F9 V,5.0,6090.0,4.07,0.0032742949,0.051857213,0.0493654,0.0542346,0.051814316,1251.833,1140.7036,1376.8302,1514.7866,1480.6013,1551.9045,Jovian,1.65,3.3552563,1.348826,3.1541731,1.7084405,2.9904433,1.8060984,2.9904433,1.6490906,2.9904433,4.945687,3.6948846,0.49848064,0,0,0,0.063296681,14.4609,352.78908,0.0518
CoRoT-2 b,3.0,1102.8632,-69.922161,69.922161,1.7429935,0.02798,0.0143,88.08,102.0,2454237.5,0.14,CoRoT-2,291.77706,1.383714,12.57,200.0,,0.96,0.91,,2.7,5625.0,,0.0028893123,0.027982861,0.027579886,0.028380114,0.027980717,948.87833,922.2173,976.5098,1413.9397,1403.9551,1424.1773,Jovian,0.91,0.74278229,0.65270023,1.5443195,0.82672918,1.4641551,0.87434242,1.4641551,0.79806547,1.4641551,2.3269901,1.5386906,0.41643051,0,0,0,0.056730355,16.43386,1102.8632,0.02798
CoRoT-20 b,3.0,1366.6604,-63.565601,63.565601,9.24285,0.09,0.59,88.21,60.1,,0.104,CoRoT-20,97.720408,0.226919,14.66,864.31,,1.14,,G2 V,,,,0.0039209999,0.1056645,0.0369,0.1431,0.094455425,,,,,,,Jovian,,,,,,,,,,,,,0.48193235,0,0,0,,12.910854,1366.6604,0.09
CoRoT-20 c,3.0,5403.076,-317.828,317.828,1675.0,2.9,0.6,,65.0,2454136.0,3.35,CoRoT-20,97.720408,0.226919,14.66,864.31,,1.14,,G2 V,,,,0.19490454,3.422,1.16,4.64,3.0492242,,,,,,,Jovian,,,,,,,,,,,,,0.48193235,0,0,0,,12.153122,5403.076,2.9
CoRoT-21 b,3.0,718.29129,-98.526681,98.526681,2.72474,0.0417,0.0,86.8,,,0.0298,CoRoT-21,101.05245,-0.29913,16.0,1398.83,0.0,1.29,1.95,F8 IV,4.1,6200.0,3.7,0.0034315597,0.0417,0.0417,0.0417,0.041700001,2895.0263,2895.0263,2895.0263,1868.7794,1868.7794,1868.7794,Jovian,1.95,5.0341323,1.6411429,3.8291408,2.0786866,3.6303743,2.1973168,3.6303743,2.0064394,3.6303743,6.0579556,4.5597598,0.49266539,0,0,0,0.062381207,14.573,718.29129,0.0417
CoRoT-22 b,3.0,12.077464,-8.8991841,13.984432,9.75598,0.092,0.077,89.749,210.0,,0.155,CoRoT-22,280.66712,6.219136,13.944,592.0,0.17,1.1,1.14,G3 V,3.3,5939.0,4.36,0.0018878569,0.092272734,0.084916,0.099084,0.092068324,171.65928,147.55183,200.8966,921.14439,887.93476,959.15337,Neptunian,1.14,1.4486106,0.89448053,2.0988397,1.1329654,1.9898909,1.1978778,1.9898909,1.0936332,1.9898909,3.2496725,2.7614647,0.45058292,0,0,0,0.15972958,4.87635,12.077464,0.092
CoRoT-23 b,3.0,889.91841,-95.348401,95.348401,3.6313,0.048,0.16,85.7,52.0,,0.08,CoRoT-23,279.78262,4.357806,15.63,600.0,0.05,1.14,1.61,G0 V,7.2,5900.0,4.3,0.0037135349,0.0486144,0.04032,0.05568,0.048154909,1237.3636,907.716,1731.0412,1503.7019,1398.4032,1643.3186,Jovian,1.61,2.8141578,1.2496836,2.9350628,1.5828738,2.7827066,1.6736193,2.7827066,1.5279318,2.7827066,4.529372,2.6134345,0.51929627,0,0,0,0.075857806,11.7705,889.91841,0.048
CoRoT-24 b,3.0,5.7209041,,,5.1134,0.056,0.0,86.5,,,0.0933,CoRoT-24,101.92255,-3.719301,,600.0,0.3,0.91,0.86,K1 V,11.0,4950.0,4.55,0.0010338265,0.056,0.056,0.056,0.056000001,126.86163,126.86163,126.86163,855.02238,855.02238,855.02238,Neptunian,0.86,0.39783807,0.49520666,1.1996956,0.62725289,1.1374188,0.66384781,1.1374188,0.60554505,1.1374188,1.703009,0.47400007,0.51697644,0,0,0,0.19411491,3.6993,5.7209041,0.056
CoRoT-24 c,3.0,27.968864,-11.12398,11.12398,11.759,0.098,0.0,89.0,,,0.163,CoRoT-24,101.92255,-3.719301,,600.0,0.3,0.91,0.86,K1 V,11.0,4950.0,4.55,0.0030705942,0.098,0.098,0.098,0.098000002,41.424206,41.424206,41.424206,646.33617,646.33617,646.33617,Neptunian,0.86,0.39783807,0.49520666,1.1996956,0.62725289,1.1374188,0.66384781,1.1374188,0.60554505,1.1374188,1.703009,0.47400007,0.51697644,0,0,0,0.17922871,4.9324,27.968864,0.098
CoRoT-25 b,3.0,85.813561,-12.71312,12.71312,4.86069,0.0578,0.0,84.5,,,0.0578,CoRoT-25,280.62966,6.513829,,1000.0,-0.01,1.09,1.19,F9,4.5,6040.0,4.31,0.0024779327,0.0578,0.0578,0.0578,0.057800001,505.44586,505.44586,505.44586,1207.9906,1207.9906,1207.9906,Jovian,1.19,1.6886138,0.95980702,2.2469061,1.2157057,2.1302715,1.2852502,2.1302715,1.1734824,2.1302715,3.5085602,3.2747289,0.47304496,0,0,0,0.075279299,12.1068,85.813561,0.0578
CoRoT-26 b,3.0,165.27056,-15.8914,15.8914,4.20474,0.0526,0.0,86.8,,,0.0315,CoRoT-26,279.75051,6.969787,,1670.0,0.01,1.09,1.79,G5,8.6,5590.0,3.99,0.0028056099,0.0526,0.0526,0.0526,0.052600001,1013.1423,1013.1423,1013.1423,1437.35,1437.35,1437.35,Jovian,1.79,2.8031216,1.2705561,3.009305,1.609325,2.8530943,1.7020665,2.8530943,1.5535352,2.8530943,4.520482,1.5115491,0.52696699,0,0,0,0.064832669,14.1246,165.27056,0.0526
CoRoT-27 b,3.0,3302.233,-174.8054,174.8054,3.57532,0.0476,0.065,86.7,,,0.046,CoRoT-27,278.49581,5.538462,15.54,1035.15,-0.1,1.05,1.08,G2,4.21,5900.0,4.4,0.0065224373,0.047700555,0.044506,0.050694,0.047625176,560.07952,492.75505,639.30349,1238.4049,1200.3356,1281.0665,Jovian,1.08,1.2663222,0.83829707,1.968862,1.0618036,1.8666603,1.1226763,1.8666603,1.024948,1.8666603,3.0383365,2.5427663,0.46202799,0,0,0,0.079710894,11.28847,3302.233,0.0476
CoRoT-28 b,3.0,153.82875,-27.651036,27.651036,5.20851,0.0603,0.047,88.1,126.0,,0.108,CoRoT-28,278.68834,5.57373,,560.0,0.15,1.01,1.78,G8/9 IV,12.0,5150.0,3.6,0.0030697344,0.060366601,0.0574659,0.0631341,0.060316665,549.79799,500.9906,604.69606,1233.1493,1205.3198,1263.366,Jovian,1.78,1.9969057,1.0986717,2.6410016,1.3916257,2.5039076,1.4724861,2.5039076,1.3434475,2.5039076,3.8154218,0.69198284,0.54307795,0,0,0,0.083423344,10.70555,153.82875,0.0603
CoRoT-29 b,3.0,270.1538,-63.565601,63.565601,2.85057,0.0386,0.082,87.3,87.0,,0.0505,CoRoT-29,278.9021,6.479651,,765.0,0.2,0.97,0.9,K0 V,4.5,5260.0,4.3,0.0023147014,0.038729773,0.0354348,0.0417652,0.038632516,374.11667,318.48392,442.44233,1119.0451,1076.259,1168.4472,Jovian,0.9,0.55554167,0.57617626,1.3794778,0.72980833,1.3078696,0.77212248,1.3078696,0.70453547,1.3078696,2.0124361,0.82474259,0.4550064,0,0,0,0.088633847,10.089,270.1538,0.0386
CoRoT-3 b,3.0,6884.1545,-317.828,317.828,4.2568,,0.0,85.9,,,,CoRoT-3,292.05526,0.12182,13.292,680.0,,1.37,1.56,F3 V,2.2,6740.0,4.22,0.0097791357,0.057078415,0.057078415,0.057078415,0.057078417,1381.127,1381.127,1381.127,1553.1139,1553.1139,1553.1139,Jovian,1.56,4.4996365,1.503709,3.4793549,1.9045849,3.2987475,2.0124938,3.2987475,1.8382416,3.2987475,5.7273337,11.764025,0.45310843,0,0,0,0.078362194,11.3221,6884.1545,0.057078415
CoRoT-4 b,3.0,228.83616,-25.42624,25.42624,9.20205,0.09,0.0,90.0,,,0.121,CoRoT-4,102.19466,-0.672774,,741.6,,1.16,1.17,,1.0,6190.0,4.41,0.0052406272,0.09,0.09,0.09,0.090000002,222.29922,222.29922,222.29922,983.73788,983.73788,983.73788,Jovian,1.17,1.8006237,0.98210806,2.2919193,1.2439474,2.1729483,1.3149495,2.1729483,1.2007145,2.1729483,3.6230577,4.3261696,0.37587563,0,0,0,0.071916717,13.3399,228.83616,0.09
CoRoT-5 b,3.0,148.42568,-7.6278721,14.937916,4.0378962,0.04947,0.09,85.83,-128.34,,0.0547,CoRoT-5,101.27725,0.815239,,904.65,-0.25,1.0,1.19,F9 V,6.9,6100.0,4.19,0.0023841753,0.049670354,0.0450177,0.0539223,0.049520223,720.74916,604.17826,866.83274,1318.0415,1263.0955,1382.3841,Jovian,1.19,1.7567174,0.97539162,2.2804286,1.2354433,2.162054,1.3060532,2.162054,1.1925231,2.162054,3.5786129,3.5274993,0.49359,0,0,0,0.059920464,15.55948,148.42568,0.04947
CoRoT-6 b,3.0,940.77089,-108.06152,108.06152,8.886593,0.0855,0.1,89.07,,,0.13,CoRoT-6,281.07252,6.663194,13.912,657.24,-0.2,1.05,1.02,F9 V,,6090.0,4.43,0.0074203665,0.0859275,0.07695,0.09405,0.085607234,176.28215,144.95746,216.54139,926.57211,884.00567,977.30504,Jovian,1.02,1.282207,0.8338197,1.9498525,1.0561269,1.8486377,1.1164972,1.8486377,1.0194378,1.8486377,3.0573338,3.5242674,0.46890071,0,0,0,0.074394253,13.07086,940.77089,0.0855
CoRoT-7 b,3.0,3.17828,0.0,0.0,0.85359163,,0.0,80.1,,,,CoRoT-7,100.95613,-1.063033,11.668,160.64,0.05,0.82,0.83,G9 V,,5275.0,4.5,0.00025893587,0.016479635,0.016479635,0.016479635,0.016479635,1759.7036,1759.7036,1759.7036,1650.0792,1650.0792,1650.0792,Superterran,0.83,0.47789742,0.53396971,1.2777484,0.67634757,1.2114209,0.71555072,1.2114209,0.65292507,1.2114209,1.8665134,0.8001859,0.4318064,0,0,0,0.2711924,1.6815,3.17828,0.016479635
CoRoT-7 c,3.0,8.4001941,-0.89945325,0.89945325,3.698,0.046,0.0,80.0,180.0,,0.286,CoRoT-7,100.95613,-1.063033,11.668,160.64,0.05,0.82,0.83,G9 V,,5275.0,4.5,0.00099931295,0.046,0.046,0.046,0.046000001,225.84944,225.84944,225.84944,987.64226,987.64226,987.64226,Superterran,0.83,0.47789742,0.53396971,1.2777484,0.67634757,1.2114209,0.71555072,1.2114209,0.65292507,1.2114209,1.8665134,0.8001859,0.4318064,0,0,0,0.22191743,2.8306203,8.4001941,0.046
CoRoT-8 b,3.0,69.922161,-9.5348401,9.5348401,6.21229,0.063,0.0,88.4,,,0.166,CoRoT-8,291.58852,1.426452,14.8,380.0,0.3,0.88,0.77,K1 V,3.0,5080.0,4.58,0.0027091713,0.063,0.063,0.063,0.063000002,89.134092,89.134092,89.134092,782.80911,782.80911,782.80911,Jovian,0.77,0.35377321,0.46406745,1.1184972,0.58780902,1.0604359,0.62201159,1.0604359,0.56746197,1.0604359,1.6059286,0.58603133,0.41169217,0,0,0,0.13742542,6.3897,69.922161,0.063
CoRoT-9 b,3.0,266.97552,-15.8914,15.8914,95.272656,0.4021,0.133,89.9,41.0,,0.962,CoRoT-9,280.78671,6.204172,13.69,417.89,-0.01,0.96,0.96,G3 V,6.0,5625.0,4.54,0.022761722,0.40565637,0.3486207,0.4555793,0.40299431,5.158561,3.9828436,6.8016594,382.67119,359.90943,411.43253,Jovian,0.96,0.82664914,0.68856288,1.6291722,0.87215386,1.5446032,0.92238321,1.5446032,0.84191522,1.5446032,2.4548467,1.5386906,0.475708,0,0,0,0.2348433,11.94986,266.97552,0.4021
CoRoTID 223977153 b,3.0,47.6742,-31.7828,31.7828,6.71837,0.071,,89.0,,,0.121,CoRoTID 223977153,100.19518,9.257431,,586.2,0.0,1.08,0.79,G0 VI,,5970.0,4.67,0.0025099405,0.071,0.071,0.071,0.071000002,140.90404,140.90404,140.90404,877.75998,877.75998,877.75998,Jovian,0.79,0.71029728,0.62516471,1.4658371,0.79184438,1.389747,0.83719057,1.389747,0.76435087,1.389747,2.2755367,2.8947619,0.47332457,0,0,0,0.13283036,6.3897,47.6742,0.071
DE CVn b,3.0,3823.2484,-955.81369,955.81369,4098.1,5.75,0.0,86.0,,,188.0,DE CVn,201.72196,45.546303,,30.55,,0.51,,,,,,1.1256599,5.75,5.75,5.75,5.7500001,,,,,,,Jovian,,,,,,,,,,,,,0.36858799,0,0,0,,12.339484,3823.2484,5.75
DENIS-P J082303.1-491201 b,3.0,9058.0981,-603.87321,603.87321,246.36,0.36,0.345,56.6,36.3,,17.3,DENIS-P J082303.1-491201,125.76305,-49.200359,,20.77,,0.07,,L1.5,1.0,,,0.11930043,0.3814245,0.2358,0.4842,0.36557792,,,,,,,Jovian,,,,,,,,,,,,,0.14743169,0,0,0,,11.879945,9058.0981,0.36
DH Tau b,3.0,3496.108,-953.48401,3178.28,,330.0,,,,,2360.0,DH Tau,67.423158,26.54952,,140.0,,0.33,0.27,M0.5,0.001,,,72.497461,330.0,330.0,330.0,330.00001,,,,,,,Jovian,0.27,,,,,,,,,,,,0.078174083,0,0,0,,12.388146,3496.108,330.0
DP Leo b,3.0,1922.8594,-184.34024,149.37916,10220.0,8.19,0.39,,-78.0,2453025.0,26.9,DP Leo,169.31667,17.961417,,305.06,,,0.01,,,13500.0,,,8.8128495,4.9959,11.3841,8.3540939,4.8181864e-05,2.2962878e-05,0.00011923294,20.587384,17.636057,26.622202,Jovian,0.01,0.0029759369,0.037828234,0.087177168,0.047912455,0.082652066,0.050611504,0.082652066,0.046241352,0.082652066,0.1472908,,,0,0,0,0.070085617,12.718338,1922.8594,8.19
DS Tuc A b,3.0,,,,8.138268,,0.0,89.5,,2458332.3,,DS Tuc A,354.91449,-69.195747,8.469,44.12,0.0,1.01,0.96,G6 V,0.045,5428.0,,,0.079427582,0.079427582,0.079427582,0.079427584,113.61817,113.61817,113.61817,831.7769,831.7769,831.7769,Neptunian,0.96,0.71678757,0.64848313,1.5437246,0.82139185,1.4635908,0.86886502,1.4635908,0.79293321,1.4635908,2.2859094,1.1156196,0.21405927,0,0,0,0.14622437,5.70589,27.616484,0.079427582
EPIC 201238110 b,3.0,,,,28.1656,,,,,,,EPIC 201238110,179.70593,-3.389389,14.904,159.98,,0.41,,,,,,,0.13456027,0.13456027,0.13456027,0.13456027,,,,,,,Superterran,,,,,,,,,,,,,0.34272497,0,0,0,,1.87207,4.1632686,0.13456027
EPIC 201497682 b,3.0,,,,2.13174,,,,,,,EPIC 201497682,168.93665,0.488114,14.102,254.88,,0.78,,,,,,,0.029833021,0.029833021,0.029833021,0.029833022,,,,,,,Subterran,,,,,,,,,,,,,0.42466779,0,0,0,,0.69502,0.26380241,0.029833021
EPIC 201615463 c,3.0,,,,3.80464,,,,,,,K2-166,185.18829,2.282436,12.074,481.0,,1.07,,,,,,,0.048773043,0.048773043,0.048773043,0.048773045,,,,,,,Terran,,,,,,,,,,,,,0.47185916,0,0,0,,1.22189,1.9931486,0.048773043
EPIC 201754305 d,3.0,,,,2.71578,,,,,,,K2-16,175.09726,4.55734,14.67,338.19,,0.67,,K3 V,,,,,0.033327101,0.033327101,0.033327101,0.033327102,,,,,,,Terran,,,,,,,,,,,,,0.40368511,0,0,0,,1.03132,1.0854299,0.033327101
EPIC 201833600 c,3.0,,,,3.96151,,,,,,,K2-50,169.48363,5.988378,14.717,259.33,,0.61,,,,,,,0.041545756,0.041545756,0.041545756,0.041545757,,,,,,,Terran,,,,,,,,,,,,,0.39125605,0,0,0,,0.99769,0.96382171,0.041545756
